1,1,122.66,334.99,134.14000000000001,58.69,1,1,1.0
1,2,734.71,270.01,78.59999999999991,38.78000000000003,1,1,1.0
1,3,208.71,251.29,96.46000000000001,41.27000000000001,1,1,1.0
2,1,99.07,337.61,134.68,58.69,1,1,1.0
2,2,721.08,271.58,74.42999999999995,37.210000000000036,1,1,1.0
2,3,208.71,251.38,96.46000000000001,41.18000000000001,1,1,1.0
3,1,75.49,340.23,135.20999999999998,58.69,1,1,1.0
3,2,707.46,273.15,70.24000000000001,35.650000000000034,1,1,1.0
3,3,208.71,251.47,96.46000000000001,41.09,1,1,1.0
4,1,49.3,345.47,139.39999999999998,58.69,1,1,1.0
4,2,695.38,273.15,69.66999999999996,37.35000000000002,1,1,1.0
4,3,208.71,251.56,96.46000000000001,41.0,1,1,1.0
5,1,23.1,350.71,143.6,58.69,1,1,1.0
5,2,683.3,273.15,69.10000000000002,39.05000000000001,1,1,1.0
5,3,208.71,251.64,96.46000000000001,40.920000000000016,1,1,1.0
6,1,11.55,353.3,133.14999999999998,61.849999999999966,1,1,1.0
6,2,667.8,276.03,73.70000000000005,39.620000000000005,1,1,1.0
6,3,208.71,251.73,96.46000000000001,40.83000000000001,1,1,1.0
7,1,0.0,355.9,122.7,65.0,1,1,1.0
7,2,652.3,278.9,78.30000000000007,40.200000000000045,1,1,1.0
7,3,208.71,251.82,96.46000000000001,40.74000000000001,1,1,1.0
8,1,0.0,359.03,99.63,61.870000000000005,1,1,1.0
8,2,636.8,278.9,78.85000000000002,40.200000000000045,1,1,1.0
8,3,208.71,251.91,96.46000000000001,40.650000000000006,1,1,1.0
9,1,0.0,362.17,76.57,58.72999999999996,1,1,1.0
9,2,621.3,278.9,79.40000000000009,40.200000000000045,1,1,1.0
9,3,208.71,251.99,96.46000000000001,40.56999999999999,1,1,1.0
10,1,0.0,365.3,53.5,55.599999999999966,1,1,1.0
10,2,605.8,282.9,81.10000000000002,40.200000000000045,1,1,1.0
10,3,208.71,252.08,96.46000000000001,40.47999999999999,1,1,1.0
11,1,0.0,365.3,28.3,55.599999999999966,1,1,1.0
11,2,590.3,286.9,82.80000000000007,40.200000000000045,1,1,1.0
11,3,208.71,252.17,96.46000000000001,40.390000000000015,1,1,1.0
12,2,574.97,289.2,82.79999999999995,40.19999999999999,1,1,1.0
12,3,208.71,252.26,96.46000000000001,40.30000000000001,1,1,1.0
13,2,559.64,291.5,82.80000000000007,40.19999999999999,1,1,1.0
13,3,208.71,252.35,96.46000000000001,40.21000000000001,1,1,1.0
14,2,544.31,293.8,82.80000000000007,40.19999999999999,1,1,1.0
14,3,208.71,252.43,96.46000000000001,40.129999999999995,1,1,1.0
15,2,530.27,298.23,82.80000000000007,40.19999999999999,1,1,1.0
15,3,208.71,252.52,96.46000000000001,40.03999999999999,1,1,1.0
16,2,516.24,302.66,82.79999999999995,40.19999999999999,1,1,1.0
16,3,208.71,252.61,96.46000000000001,39.94999999999999,1,1,1.0
17,2,502.2,307.09,82.80000000000001,40.210000000000036,1,1,1.0
17,3,208.71,252.7,96.46000000000001,39.860000000000014,1,1,1.0
18,2,480.05,306.38,89.24999999999994,43.76999999999998,1,1,1.0
18,3,208.71,252.78,96.46000000000001,39.78,1,1,1.0
19,2,457.9,305.67,95.70000000000005,47.329999999999984,1,1,1.0
19,3,208.71,252.87,96.46000000000001,39.69,1,1,1.0
20,2,439.8,306.14,96.17000000000002,50.19,1,1,1.0
20,3,208.71,252.96,96.46000000000001,39.599999999999994,1,1,1.0
21,2,421.7,306.62,96.63000000000005,53.05000000000001,1,1,1.0
21,3,208.71,253.05,96.46000000000001,39.50999999999999,1,1,1.0
22,2,403.6,307.1,97.09999999999997,55.89999999999998,1,1,1.0
22,3,208.71,253.13,96.46000000000001,39.43000000000001,1,1,1.0
23,2,384.74,311.39,99.38,55.900000000000034,1,1,1.0
23,3,208.71,253.22,96.46000000000001,39.34,1,1,1.0
24,2,365.89,315.67,101.65000000000003,55.89999999999998,1,1,1.0
24,3,208.71,253.31,96.46000000000001,39.25,1,1,1.0
25,2,347.03,319.96,103.93,55.900000000000034,1,1,1.0
25,3,208.71,253.4,96.46000000000001,39.16,1,1,1.0
26,2,328.17,324.24,106.20999999999998,55.89999999999998,1,1,1.0
26,3,208.71,253.48,96.46000000000001,39.08000000000001,1,1,1.0
27,2,309.31,328.53,108.49000000000001,55.900000000000034,1,1,1.0
27,3,208.71,253.57,96.46000000000001,38.99000000000001,1,1,1.0
28,2,288.61,330.66,108.49000000000001,58.75,1,1,1.0
28,3,208.71,253.66,96.46000000000001,38.900000000000006,1,1,1.0
29,2,267.9,332.8,108.5,61.599999999999966,1,1,1.0
29,3,208.71,253.75,96.46000000000001,38.81,1,1,1.0
30,2,245.05,336.35,114.89999999999998,62.349999999999966,1,1,1.0
30,3,208.71,253.83,96.46000000000001,38.72999999999999,1,1,1.0
31,2,222.2,339.9,121.30000000000001,63.10000000000002,1,1,1.0
31,3,208.71,253.92,96.46000000000001,38.640000000000015,1,1,1.0
32,2,200.06,344.19,124.88999999999999,63.10000000000002,1,1,1.0
32,3,208.71,254.01,96.46000000000001,38.55000000000001,1,1,1.0
33,2,177.92,348.47,128.48,63.099999999999966,1,1,1.0
33,3,208.71,254.1,96.46000000000001,38.46000000000001,1,1,1.0
34,2,152.21,352.38,133.42,65.67000000000002,1,1,1.0
34,3,208.71,254.18,96.46000000000001,38.379999999999995,1,1,1.0
35,2,126.5,356.29,138.37,68.22999999999996,1,1,1.0
35,3,208.71,254.27,96.46000000000001,38.28999999999999,1,1,1.0
36,2,100.8,360.2,143.3,70.80000000000001,1,1,1.0
36,3,208.71,254.36,96.46000000000001,38.19999999999999,1,1,1.0
37,2,74.35,364.85,146.4,71.59999999999997,1,1,1.0
37,3,208.71,254.45,96.46000000000001,38.110000000000014,1,1,1.0
38,2,47.9,369.5,149.5,72.39999999999998,1,1,1.0
38,3,208.71,254.53,96.46000000000001,38.03,1,1,1.0
39,2,24.15,376.12,149.5,72.39999999999998,1,1,1.0
